,UniProtID,proteinNames,txt_subunit,geneNames
476,E2PW78,['Putative glutamine synthetase'],Oligomer of 12 subunits arranged in the form of two hexagons.,"['glnA1', 'SCLAV_0834']"
477,D5SL58,"['Endo-1,3-beta-glucanase']",Oligomer of 12 subunits arranged in the form of two hexagons.,"['lamA', 'SCLAV_p1165']"
478,E2PX88,['2-deoxy-scyllo-inosamine dehydrogenase'],Oligomer of 12 subunits arranged in the form of two hexagons.,[]
479,B5GZ79,['2-deoxy-scyllo-inosamine dehydrogenase'],Oligomer of 12 subunits arranged in the form of two hexagons.,[]
480,E2Q3L2,['Glutamate 5-kinase'],Oligomer of 12 subunits arranged in the form of two hexagons.,"['proB', 'SCLAV_1758']"
481,E2Q661,['Amino acid ABC transporter permease protein'],Oligomer of 12 subunits arranged in the form of two hexagons.,[]
482,B5GPC6,['Glutamate decarboxylase'],Oligomer of 12 subunits arranged in the form of two hexagons.,"['gadB', 'SCLAV_2421']"
483,E2PZ59,['Glutamate dehydrogenase'],Oligomer of 12 subunits arranged in the form of two hexagons.,"['rocG', 'SCLAV_5247']"
484,E2Q5C0,['NAD-glutamate dehydrogenase'],Oligomer of 12 subunits arranged in the form of two hexagons.,[]
485,E2PXT6,"['Amidophosphoribosyltransferase', 'ATase']",Oligomer of 12 subunits arranged in the form of two hexagons.,"['purF', 'SCLAV_3105']"
486,E2PZM8,"['Imidazole glycerol phosphate synthase subunit HisH', 'IGP synthase glutaminase subunit', 'IGP synthase subunit HisH', 'ImGP synthase subunit HisH', 'IGPS subunit HisH']",Heterodimer of HisH and HisF.,"['hisH', 'hisH2', 'SCLAV_1258']"
487,E2Q796,['Glutamate racemase'],Heterodimer of HisH and HisF.,[]
488,E2PZK0,['Glutamate synthase'],Heterodimer of HisH and HisF.,[]
489,E2PZJ9,['Glutamate synthase [NADPH] small chain'],Heterodimer of HisH and HisF.,"['gltD', 'SCLAV_1230']"
490,E2PXB5,['Acyl CoA dehydrogenase'],Heterodimer of HisH and HisF.,[]
491,E2Q7L2,"['Glutamyl-tRNA reductase', 'GluTR']",Homodimer.,"['hemA', 'SCLAV_2345']"
492,E2Q2P5,"['2-amino-3-ketobutyrate coenzyme A ligase', 'AKB ligase']",Homodimer.,"['kbl', 'SCLAV_5689']"
493,B5GXE5,['Carbohydrate ABC transporter membrane protein'],Homodimer.,[]
494,B5GUW7,['Glycerate kinase'],Homodimer.,[]
495,E2Q7T9,['Glycine cleavage system H protein'],"The glycine cleavage system is composed of four proteins: P, T, L and H.","['gcvH', 'SCLAV_4400']"
496,B5H3V5,['3-hydroxyisobutyrate dehydrogenase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
497,E2PWC1,['Glycerol uptake facilitator protein'],"The glycine cleavage system is composed of four proteins: P, T, L and H.","['glpF2', 'SCLAV_0877']"
498,E2Q006,['D-2-hydroxyglutarate dehydrogenase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
499,E2Q572,['Putative oxidoreductase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
500,B5H2G1,"['Glycerol kinase', 'ATP:glycerol 3-phosphotransferase', 'Glycerokinase', 'GK']","The glycine cleavage system is composed of four proteins: P, T, L and H.","['glpK', 'SCLAV_0878']"
501,E2PU89,"['Glycerol kinase', 'ATP:glycerol 3-phosphotransferase', 'Glycerokinase', 'GK']","The glycine cleavage system is composed of four proteins: P, T, L and H.","['glpK', 'glpK2', 'SCLAV_0632']"
502,E2Q9R0,['Hydrolase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
503,B5GWY2,['Hydrolase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
504,B5GQH4,['Fatty acid ABC transporter ATP-binding/permease protein'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
505,E2PW35,['Amino transferase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
506,E2Q369,"['GMP synthase [glutamine-hydrolyzing]', 'GMP synthetase', 'Glutamine amidotransferase']",Homodimer.,"['guaA', 'guaA2', 'SCLAV_3712']"
507,B5H363,"['6-phosphogluconate dehydrogenase, decarboxylating']",Homodimer.,[]
508,E2PWF3,['Gluconokinase'],Homodimer.,[]
509,B5GWJ2,['Glycerophosphoryl diester phosphodiesterase'],Homodimer.,"['glpQ2', 'SCLAV_2827']"
510,E2PVC0,['glycerophosphodiester phosphodiesterase'],Homodimer.,[]
511,E2PUB3,['Putative phosphodiesterase'],Homodimer.,[]
512,E2PZ45,['Putative squalene/phytoene synthase'],Homodimer.,"['hopD', 'SCLAV_5234']"
513,B5GTS5,['Isoprenyl transferase'],Homodimer.,[]
514,B5H2W1,['Putative glutathionylspermidine synthase'],Homodimer.,[]
515,B5H1N8,"['L-lysine N6-monooxygenase MbtG', 'Lysine 6-N-hydroxylase', 'Lysine N6-hydroxylase', 'Lysine-N-oxygenase', 'Mycobactin synthase protein G']",Homodimer.,"['alcA', 'SCLAV_1949']"
516,B5H2L4,['Glutathione peroxidase'],Homodimer.,[]
517,E2Q9E8,['ABC transporter'],Homodimer.,[]
518,Q8KRB4,[],Homodimer.,"['oppA2', 'SCLAV_4183']"
519,B5GPB7,['GTP cyclohydrolase 1'],Homopolymer.,"['folE', 'SCLAV_2412']"
520,E2PV73,"['GTP pyrophosphokinase', '(p)ppGpp synthase', ""ATP:GTP 3'-pyrophosphotransferase"", 'ppGpp synthase I']",Homopolymer.,"['relA1', 'SCLAV_0744']"
521,E2Q197,"['Guanine deaminase', 'Guanase']",Homopolymer.,"['guaD', 'SCLAV_3530']"
522,E2Q614,['Cytosine/adenosine deaminase'],Homopolymer.,"['gde', 'SCLAV_0098']"
523,E2PUG3,['Purine phosphoribosyltransferase'],Homopolymer.,[]
524,E2Q9P9,['Integral membrane transport protein'],Homopolymer.,[]
525,E2Q606,['Carbonic anhydrase carbonate dehydratase'],Homopolymer.,[]
526,E2Q6R8,['3-hydroxyacyl-CoA dehydrogenase'],Homopolymer.,[]
527,E2PX60,['Dehydrogenase'],Homopolymer.,[]
528,B5GNT8,['Arabinose efflux permease family protein'],Homopolymer.,[]
529,E2PXB6,['Multidrug efflux protein'],Homopolymer.,[]
530,B5GRN4,['carbonic anhydrase'],Homopolymer.,[]
531,B5GML0,['Carbonic anhydrase'],Homopolymer.,[]
532,B5GUS6,['Homocysteine methyltransferase'],Homopolymer.,"['mmuM', 'SCLAV_4809']"
533,B5GQ14,['uroporphyrinogen-III C-methyltransferase'],Homopolymer.,[]
534,E2PX18,['Glucokinase'],Homopolymer.,[]
535,C6GZ82,['Glucokinase'],Homopolymer.,"['glkA', 'SCLAV_1340']"
536,E2Q7A7,['Putative ROK-family transcriptional regulator'],Homopolymer.,[]
537,E2PYL4,['Fructokinase'],Homopolymer.,[]
538,E2PWH3,"['Homogentisate 1,2-dioxygenase', 'HGDO', 'Homogentisate oxygenase', 'Homogentisic acid oxidase', 'Homogentisicase']",Hexamer; dimer of trimers.,"['hmgA', 'SCLAV_0929']"
539,B5GUR5,['5-carboxymethyl-2-hydroxymuconate delta-isomerase'],Hexamer; dimer of trimers.,[]
540,E2Q526,"['Putative 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase']",Hexamer; dimer of trimers.,"['hpcE', 'SCLAV_1994']"
541,B5GMB3,"['3-hydroxyisobutyrate dehydrogenase', 'HIBADH']",Hexamer; dimer of trimers.,"['mmsB1', 'SCLAV_p0936']"
542,E2Q0I1,['Histidine ammonia-lyase'],Hexamer; dimer of trimers.,[]
543,E2Q3X4,"['Histidine ammonia-lyase', 'Histidase']",Hexamer; dimer of trimers.,"['hutH1', 'hutH', 'SCLAV_3840']"
544,B5GXS7,"['Histidinol dehydrogenase', 'HDH']",Hexamer; dimer of trimers.,"['hisD', 'SCLAV_1262']"
545,E2PUW6,['Inositol-1-monophosphatase'],Hexamer; dimer of trimers.,[]
546,E2Q1W8,['Twin-arginine translocation pathway signal'],Hexamer; dimer of trimers.,[]
547,B5H3H5,"['Potassium-transporting ATPase potassium-binding subunit', 'ATP phosphohydrolase [potassium-transporting] A chain', 'Potassium-binding and translocating subunit A', 'Potassium-translocating ATPase A chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['atkA', 'kdpA', 'SCLAV_5144']"
548,E2Q6W5,['Hydroxymethylbilane synthase'],Monomer.,[]
549,B5GQ15,"['Porphobilinogen deaminase', 'PBG', 'Hydroxymethylbilane synthase', 'HMBS', 'Pre-uroporphyrinogen synthase']",Monomer.,"['hemC', 'SCLAV_2344']"
550,B5GV35,"['Porphobilinogen deaminase', 'PBG', 'Hydroxymethylbilane synthase', 'HMBS', 'Pre-uroporphyrinogen synthase']",Monomer.,"['hemC', 'SCLAV_1424']"
551,B5H1P2,['Putative hydroxymethylglutaryl-CoA lyase'],Monomer.,[]
552,B5H053,['Phosphomethylpyrimidine kinase'],Monomer.,[]
553,E2Q9B6,['Putative hydrolase'],Monomer.,[]
554,B5GNX7,['Putative reductase'],Monomer.,[]
555,E2Q0K7,['2-hydroxyacid-family dehydrogenase'],Monomer.,[]
556,E2Q6M5,['Homoserine dehydrogenase'],Monomer.,[]
557,E2Q1J9,"['Homoserine O-acetyltransferase', 'HAT']",Homodimer.,"['metX', 'metXA', 'SCLAV_5558']"
558,E2PWJ6,['Alpha/beta hydrolase'],Homodimer.,"['cvm4', 'SCLAV_2924']"
559,E2Q6M7,['Homoserine kinase'],Homodimer.,"['thrB', 'SCLAV_4252']"
560,E2PVL8,"['Aromatic amino acid aminotransferase', 'ArAT']",Homodimer.,"['pat', 'SCLAV_2859']"
561,E2PZN1,['Histidinol-phosphate aminotransferase'],Homodimer.,"['hisC', 'SCLAV_1261']"
562,E2PYC6,['Aminotransferase'],Homodimer.,[]
563,E2PW25,"['Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family']",Homodimer.,[]
564,E2PW24,['Xanthine dehydrogenase'],Homodimer.,[]
565,B5GSK3,['Putative oxidoreductase'],Homodimer.,[]
566,B5GPB9,['Hypoxanthine phosphoribosyltransferase'],Homodimer.,[]
567,B5H091,['Hydrogen:quinone oxidoreductase'],Homodimer.,"['hydB', 'SCLAV_0334']"
568,B5H092,['NADH ubiquinone oxidoreductase'],Heterodimer of a large and a small subunit.,[]
569,E2Q888,['NiFe-hydrogenase expression/formation protein'],Heterodimer of a large and a small subunit.,"['hypC', 'SCLAV_0344']"
570,B5H365,['N-acetyl-glucosamine catabolism protein'],Heterodimer of a large and a small subunit.,[]
571,E2Q7V3,['Pyridoxal-phosphate-dependent aminotransferase'],Heterodimer of a large and a small subunit.,[]
572,E2Q3D7,['Methylmalonyl CoA mutase'],Heterodimer of a large and a small subunit.,"['mcmA', 'SCLAV_3780']"
573,B5GYX7,['Isobutiryl CoA mutase'],Heterodimer of a large and a small subunit.,[]
574,E2PVD8,['Isocitrate dehydrogenase [NADP]'],Heterodimer of a large and a small subunit.,"['icdA', 'SCLAV_0808']"
575,D5SKH1,['Isocitrate lyase'],Homotetramer.,"['aceA', 'SCLAV_p0927']"
576,E2PZM5,"['Imidazole glycerol phosphate synthase subunit HisF', 'IGP synthase cyclase subunit', 'IGP synthase subunit HisF', 'ImGP synthase subunit HisF', 'IGPS subunit HisF']",Heterodimer of HisH and HisF.,"['hisF', 'SCLAV_1255']"
577,B5GXS9,"['Imidazoleglycerol-phosphate dehydratase', 'IGPD']",Heterodimer of HisH and HisF.,"['hisB', 'SCLAV_1260']"
578,E2PZL6,"['Indole-3-glycerol phosphate synthase', 'IGPS']",Heterodimer of HisH and HisF.,"['trpC', 'SCLAV_1246']"
579,E2PYQ5,['Branched chain amino acid transport permease'],Heterodimer of HisH and HisF.,[]
580,E2PXT9,['Valine dehydrogenase'],Homodimer.,[]
581,B5H0M8,['Branched-chain-amino-acid aminotransferase'],Homodimer.,[]
582,E2PVA3,['aminodeoxychorismate lyase'],Homodimer.,[]
583,E2Q359,['Inositol-5-monophosphate dehydrogenase'],Homodimer.,[]
584,B5GYV3,"[""Inosine-5'-monophosphate dehydrogenase""]",Homotetramer.,"['guaB2', 'guaB', 'SCLAV_3701']"
585,E2PV21,['GMP reductase'],Homotetramer.,"['guaB1', 'SCLAV_0692']"
586,E2PY20,['Putative oxidoreductase'],Homotetramer.,[]
587,E2Q9E6,['Glycosyl hydrolase family 109 protein'],Homotetramer.,[]
588,E2PX13,['Oxidoreductase'],Homotetramer.,[]
589,E2Q4D8,['IolC protein'],Homotetramer.,"['iolC', 'SCLAV_1903']"
590,B5GV50,['Putative IolB protein'],Homotetramer.,"['iolB', 'SCLAV_1901']"
591,E2PYC0,"['Isopentenyl-diphosphate Delta-isomerase', 'IPP isomerase', 'IPP:DMAPP isomerase', 'Isopentenyl pyrophosphate isomerase']",Homotetramer.,"['idi', 'SCLAV_5224']"
592,E2Q2J1,['Putative dehydrogenase'],Homotetramer.,[]
593,B5H0M9,"['3-isopropylmalate dehydrogenase', '3-IPM-DH', 'Beta-IPM dehydrogenase', 'IMDH']",Homodimer.,"['leu', 'leuB', 'SCLAV_4462']"
594,B5H063,"['3-isopropylmalate dehydratase small subunit', 'Alpha-IPM isomerase', 'IPMI', 'Isopropylmalate isomerase']",Heterodimer of LeuC and LeuD.,"['leuD', 'SCLAV_4502']"
595,E2Q8V8,"['3-isopropylmalate dehydratase large subunit', 'Alpha-IPM isomerase', 'IPMI', 'Isopropylmalate isomerase']",Heterodimer of LeuC and LeuD.,"['leuC', 'SCLAV_4501']"
596,E2Q329,"['2-isopropylmalate synthase', 'Alpha-IPM synthase', 'Alpha-isopropylmalate synthase']",Homodimer.,"['leuA', 'SCLAV_1707']"
597,D5SLD7,['2-isopropylmalate synthase'],Homodimer.,[]
598,E2Q6C5,['Imidazolonepropionase'],Homodimer.,"['hutI', 'SCLAV_2176']"
599,E2Q1F7,"['Potassium-transporting ATPase potassium-binding subunit', 'ATP phosphohydrolase [potassium-transporting] A chain', 'Potassium-binding and translocating subunit A', 'Potassium-translocating ATPase A chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['kdpA', 'SCLAV_5516']"
600,E2Q1F5,"['Potassium-transporting ATPase KdpC subunit', 'ATP phosphohydrolase [potassium-transporting] C chain', 'Potassium-binding and translocating subunit C', 'Potassium-translocating ATPase C chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['kdpC', 'kdpC2', 'SCLAV_5514']"
601,E2PY42,"['Potassium-transporting ATPase ATP-binding subunit', 'ATP phosphohydrolase [potassium-transporting] B chain', 'Potassium-binding and translocating subunit B', 'Potassium-translocating ATPase B chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['atkB', 'kdpB', 'kdpB3', 'SCLAV_5145']"
602,E2Q3E5,['N-acylneuraminate cytidylyltransferase'],Homotetramer.,[]
603,E2Q2T6,['Ion transport integral membrane protein'],Homotetramer.,[]
604,E2Q1V8,['Major facilitator superfamily permease'],Homotetramer.,[]
605,E2PY47,['Putative sodium/proton antiporter'],Homotetramer.,[]
606,B5GMN2,['Putative cation antiporter subunit'],Homotetramer.,[]
607,D5SKU6,['NADH dehydrogenase'],Homotetramer.,[]
608,D5SKU8,['Putative cation antiporter NADH dehydrogenase subunit'],Homotetramer.,[]
609,E2Q4F2,['beta-N-acetylhexosaminidase'],Homotetramer.,[]
610,B5H3Q4,['Putative sugar transport system permease protein'],Homotetramer.,[]
611,B5GV22,"['Octanoyltransferase', 'Lipoate-protein ligase B', 'Lipoyl/octanoyl transferase', 'Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase']",Homotetramer.,"['lipB', 'SCLAV_1410']"
612,B5GV23,"['Lipoyl synthase', 'Lip-syn', 'LS', 'Lipoate synthase', 'Lipoic acid synthase', 'Sulfur insertion protein LipA']",Homotetramer.,"['lipA', 'SCLAV_1411']"
613,B6ICY9,['Membrane protein'],Homotetramer.,"['orfH', 'SCLAV_p1065']"
614,E2Q0M3,['Acylglycerol lipase'],Homotetramer.,[]
615,B5H1C7,['Amino oxidase'],Homotetramer.,[]
616,B5GRN8,['Malate synthase'],Homotetramer.,"['masY', 'SCLAV_5001']"
617,D5SKH2,['Malate synthase'],Homotetramer.,"['aceB', 'SCLAV_p0928']"
618,E2Q0Y5,['Putative alpha-glucosidase'],Homotetramer.,[]
619,B5GQC6,['Sugar ABC transporter permease protein'],Homotetramer.,"['dasB', 'SCLAV_4095']"
620,B5GSJ9,['Sugar transporter sugar-binding protein'],Homotetramer.,[]
621,B5GP12,['Guanyltransferase'],Homotetramer.,[]
622,E2Q672,['Nucleotide phosphorylase'],Homotetramer.,"['rmlA', 'SCLAV_2123']"
623,B5GYY7,['Mannose-1-phosphate guanyltransferase'],Homotetramer.,"['mpg', 'SCLAV_0620']"
624,B5GYY1,['mannose-6-phosphate isomerase'],Homotetramer.,[]
625,B5GWR0,['[acyl-carrier-protein] S-malonyltransferase'],Homotetramer.,[]
626,B5GQM0,['Malonyl CoA-acyl carrier protein transacylase'],Homotetramer.,"['fabD', 'SCLAV_1625']"
627,E2Q1E0,['Transpeptidase'],Homotetramer.,[]
628,Q83Z59,[],Homotetramer.,"['pbp2', 'SCLAV_4179']"
629,B5GU69,['D-alanyl-D-alanine carboxypeptidase'],Homotetramer.,[]
630,E2Q169,['D-alanyl-D-alanine carboxypeptidase'],Homotetramer.,[]
631,E2Q8G8,['Putative penicillin-binding exported protein'],Homotetramer.,[]
632,B5H2X3,['Malate dehydrogenase'],Homotetramer.,"['mdh', 'SCLAV_3742']"
633,E2Q5I3,['Putative malate dehydrogenase'],Homotetramer.,[]
634,E2Q599,['Malate oxidoreductase'],Homotetramer.,[]
635,B5GZ64,['4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)'],Homotetramer.,"['ispG', 'SCLAV_4592']"
636,B5GP17,"['2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase']",Homotrimer.,"['ispF', 'SCLAV_3226']"
637,E2PWK0,['Flavin reductase-like protein'],Homotrimer.,"['cvm3', 'SCLAV_2928']"
638,B5GP18,"['2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase', '4-diphosphocytidyl-2C-methyl-D-erythritol synthase', 'MEP cytidylyltransferase', 'MCT']",Homotrimer.,"['ispD', 'SCLAV_3225']"
639,B5H007,"['2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase', '4-diphosphocytidyl-2C-methyl-D-erythritol synthase', 'MEP cytidylyltransferase', 'MCT']",Homotrimer.,"['ispD', 'SCLAV_1760']"
640,B5H266,['Methionine import ATP-binding protein metN'],Homodimer. Forms a membrane-associated complex with FtsX.,[]
641,B5H267,['ABC transporter permease protein'],Homodimer. Forms a membrane-associated complex with FtsX.,[]
642,B5H268,['Lipoprotein'],Homodimer. Forms a membrane-associated complex with FtsX.,[]
643,B5GX10,"['S-adenosylmethionine synthase', 'AdoMet synthase', 'MAT', 'Methionine adenosyltransferase']",Homotetramer; dimer of dimers.,"['metK', 'SCLAV_0705']"
644,B5H2F7,['Methionine synthase'],Homotetramer; dimer of dimers.,[]
645,B5GX93,['Thioredoxin'],Homotetramer; dimer of dimers.,"['trxA', 'SCLAV_2899']"
646,E2Q4S7,['Magnesium transporter'],Homotetramer; dimer of dimers.,[]
647,E2Q0G9,"['Possible diacylglycerol kinase, catalytic region']",Homotetramer; dimer of dimers.,[]
648,B5GRS8,['inositol-phosphate phosphatase'],Homotetramer; dimer of dimers.,[]
649,B5GXA2,['1L-myo-inositol-1-phosphate synthase'],Homotetramer; dimer of dimers.,"['ino', 'SCLAV_2890']"
650,E2PZ55,['Secreted peptidase'],Homotetramer; dimer of dimers.,[]
651,E2QA81,['Zinc protease'],Homotetramer; dimer of dimers.,[]
652,E2QA00,['Transport systems inner membrane protein'],Homotetramer; dimer of dimers.,[]
653,E2PZ06,"['Aminopeptidase N', 'Alanine aminopeptidase', 'Lysyl aminopeptidase']",Homotetramer; dimer of dimers.,[]
654,B5GT19,['Putative M23-family secreted peptidase'],Homotetramer; dimer of dimers.,[]
655,B5H3H9,['Peptidase'],Homotetramer; dimer of dimers.,[]
656,E2PXY9,['Secreted transglycosylase'],Homotetramer; dimer of dimers.,[]
657,E2PYA4,['Fatty acid-CoA racemase'],Homotetramer; dimer of dimers.,[]
658,B5GL16,['Methylmalonyl-CoA epimerase'],Homotetramer; dimer of dimers.,[]
659,B5GRU4,"['Methylmalonyl-CoA mutase, coenzyme B12-dependent alpha subunit']",Heterodimer of an alpha and a beta chain.,"['meaA', 'SCLAV_5059']"
660,E2Q774,['methylmalonyl-CoA mutase'],Heterodimer of an alpha and a beta chain.,[]
661,E2Q773,['Methylmalonyl-CoA mutase small subunit'],Heterodimer of an alpha and a beta chain.,"['mutA', 'SCLAV_0244']"
662,D5SKI3,['methylmalonate-semialdehyde dehydrogenase (CoA acylating)'],Heterodimer of an alpha and a beta chain.,[]
663,E2Q4D4,['methylmalonate-semialdehyde dehydrogenase (CoA acylating)'],Heterodimer of an alpha and a beta chain.,"['iolA', 'SCLAV_1899']"
664,B5GZH9,['ABC transporter ATP-binding protein'],Heterodimer of an alpha and a beta chain.,[]
665,E2Q2X2,['Putative ABC transporter ATPase and permease component'],Heterodimer of an alpha and a beta chain.,[]
666,B5H0W0,['ABC transporter ATP-binding protein'],Heterodimer of an alpha and a beta chain.,[]
667,E2Q1T3,['3-methyl-2-oxobutanoate hydroxymethyltransferase'],Homodecamer; pentamer of dimers.,"['panB', 'SCLAV_1482']"
668,E2PVV6,"['Malto-oligosyltrehalose trehalohydrolase', 'MTHase', '4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase', 'Maltooligosyl trehalose trehalohydrolase']",Homodecamer; pentamer of dimers.,[]
669,E2PVW2,['Alpha-amylase'],Homodecamer; pentamer of dimers.,[]
670,E2Q7I3,['Putative molybdopterin biosynthesis protein'],Homodecamer; pentamer of dimers.,"['moaB', 'SCLAV_2316']"
671,E2Q4X8,"['Molybdopterin synthase catalytic subunit 1', 'MPT synthase subunit 2 1', 'Molybdenum cofactor biosynthesis protein E 1', 'Molybdopterin-converting factor large subunit 1', 'Molybdopterin-converting factor subunit 2 1']",Heterotetramer of 2 MoaD subunits and 2 MoaE subunits. Also stable as homodimer. The enzyme changes between these two forms during catalysis.,"['moaE', 'SCLAV_4063']"
672,B5GYU8,['MOSC domain-containing protein'],Heterotetramer of 2 MoaD subunits and 2 MoaE subunits. Also stable as homodimer. The enzyme changes between these two forms during catalysis.,[]
673,E2Q3Z8,['Mycothiol S-conjugate amidase'],Monomer.,"['mca', 'SCLAV_3864']"
674,E2PYR4,"['Mycothiol acetyltransferase', 'MSH acetyltransferase']",Monomer.,"['mshD', 'SCLAV_3174']"
675,E2Q7J2,"['Purine nucleoside phosphorylase', 'PNP']",Homohexamer. Dimer of a homotrimer.,[]
676,E2Q396,['Bifunctional protein FolD'],Homodimer.,"['folD', 'SCLAV_3739']"
677,E2PZT8,['Methylenetetrahydrofolate reductase'],Homodimer.,[]
678,B5GMA9,['Methylenetetrahydrofolate reductase'],Homodimer.,[]
679,B5GKX9,['maltose alpha-D-glucosyltransferase'],Homodimer.,"['treS', 'SCLAV_4349']"
680,E2Q6X2,['Maltokinase'],Monomer.,[]
681,E2Q5D5,['Methylthioribose-1-phosphate isomerase'],Monomer.,"['eif', 'mtnA', 'SCLAV_2103']"
682,E2PZ67,['L-alanine-DL-glutamate epimerase-like protein'],Monomer.,[]
683,B5GSU7,['ABC-type xenobiotic transporter'],Monomer.,[]
684,E2Q4W5,['NAD(+) diphosphatase'],Monomer.,[]
685,E2Q7W0,['DNA ligase'],Monomer.,"['ligA', 'ligA3', 'SCLAV_4421']"
686,B5GWG0,"['NADH-quinone oxidoreductase subunit N', 'NADH dehydrogenase I subunit N', 'NDH-1 subunit N']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoN1', 'nuoN', 'SCLAV_3577']"
687,B5GWF8,['NADH-quinone oxidoreductase subunit L'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoL1', 'SCLAV_3575']"
688,B5GWF7,"['NADH-quinone oxidoreductase subunit K', 'NADH dehydrogenase I subunit K', 'NDH-1 subunit K']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoK1', 'nuoK', 'SCLAV_3574']"
689,E2Q257,['NADH-quinone oxidoreductase subunit J'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoJ1', 'SCLAV_3573']"
690,E2Q256,"['NADH-quinone oxidoreductase subunit I', 'NADH dehydrogenase I subunit I', 'NDH-1 subunit I']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoI1', 'nuoI', 'nuoI2', 'SCLAV_3572']"
691,B5GWF4,"['NADH-quinone oxidoreductase subunit H', 'NADH dehydrogenase I subunit H', 'NDH-1 subunit H']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoH1', 'nuoH', 'SCLAV_3571']"
692,E2Q253,['NADH-quinone oxidoreductase subunit F'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoF1', 'SCLAV_3569']"
693,B5GWF1,"['NADH-quinone oxidoreductase subunit E', 'NADH dehydrogenase I subunit E', 'NDH-1 subunit E']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoE1', 'SCLAV_3568']"
694,B5GWE9,"['NADH-quinone oxidoreductase subunit C', 'NADH dehydrogenase I subunit C', 'NDH-1 subunit C']","NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nuoC1', 'nuoC', 'SCLAV_3566']"
695,B5GWE8,"['NADH-quinone oxidoreductase subunit B', 'NADH dehydrogenase I subunit B', 'NDH-1 subunit B']","NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nuoB1', 'nuoB', 'SCLAV_3565']"
696,B5GWE7,"['NADH-quinone oxidoreductase subunit A', 'NADH dehydrogenase I subunit A', 'NDH-1 subunit A', 'NUO1']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoA1', 'nuoA', 'SCLAV_3564']"
697,E2Q6F9,['Oxidoreductase'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.",[]
698,E2Q260,['NADH-quinone oxidoreductase subunit M'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoM1', 'SCLAV_3576']"
699,E2Q1D4,"['NADH-quinone oxidoreductase subunit D', 'NADH dehydrogenase I subunit D', 'NDH-1 subunit D']","NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nuoD1', 'nuoD', 'nuoD2', 'SCLAV_3567']"
700,E2Q283,"['NADH-quinone oxidoreductase subunit B', 'NADH dehydrogenase I subunit B', 'NDH-1 subunit B']","NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nuoB2', 'nuoB', 'nuoB3', 'SCLAV_3599']"
701,E2Q284,['Dehydrogenase'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[]
